"20","寺右公馆 方正户型 通风好","天河","珠江新城西","寺右公馆","2室1厅","64","中楼层(共29层)","南","6800","塔楼","2017/9/17","25","https://gz.lianjia.com/zufang/GZ0003073660.html"
"21","寺右公馆 方正户型 采光好","天河","珠江新城西","寺右公馆","2室1厅","64","高楼层(共29层)","南","7200","塔楼","2017/10/10","29","https://gz.lianjia.com/zufang/GZ0003073662.html"
"22","寺右公馆 新屋出租 方正两房","天河","珠江新城西","寺右公馆","2室1厅","64","低楼层(共29层)","南","7000","塔楼","2017/10/9","24","https://gz.lianjia.com/zufang/GZ0003082053.html"
"23","中海璟晖 舒适三房 配齐家私 看房方便","天河","珠江新城中","中海璟晖华庭","3室2厅","123","中楼层(共32层)","西南","12000","2007年建塔楼","2017/10/11","81","https://gz.lianjia.com/zufang/GZ0002911719.html"
"24","金田花苑 安静三房 拎包入住","天河","天河北","金田花苑","3室2厅","81","低楼层(共10层)","北","4900","1995年建塔楼","2017/10/15","30","https://gz.lianjia.com/zufang/GZ0003027557.html"
"25","星汇园 花园小区 交通便捷 南向4居室","天河","珠江新城西","星汇园B区","4室2厅","122","中楼层(共32层)","南","10000","2002年建塔楼","2017/10/5","19","https://gz.lianjia.com/zufang/GZ0003056246.html"
"26","中海花城湾 大阳台望花园 家私配齐","天河","珠江新城中","中海花城湾","3室2厅","151","低楼层(共33层)","南","14000","2005年建塔楼","2017/10/11","287","https://gz.lianjia.com/zufang/GZ0002555779.html"
"27","保林苑 西南向三房 家私齐","天河","珠江新城西","保利中心108公馆","3室2厅","99","中楼层(共32层)","西南","8000","2009年建塔楼","2017/9/9","29","https://gz.lianjia.com/zufang/GZ0003051363.html"
"28","骏景花园 温馨3房  新家私电器","天河","棠下","骏景花园北苑骏晖轩","3室2厅","100","高楼层(共12层)","南","5500","2000年建塔楼","2017/9/26","25","https://gz.lianjia.com/zufang/GZ0003052365.html"
"29","凯旋新世界 枫丹丽舍 望珠江公园","天河","珠江新城东","凯旋新世界枫丹丽舍","3室2厅","171","低楼层(共26层)","北","18000","2005年建塔楼","2017/9/17","41","https://gz.lianjia.com/zufang/GZ0002849194.html"
"30","广弘天琪 中层两房 配套齐全 光线好","天河","珠江新城西","广弘天琪","2室2厅","85","中楼层(共31层)","北","9000","2009年建塔楼","2017/10/10","111","https://gz.lianjia.com/zufang/GZ0002944139.html"
"31","星汇园 精装三房 家私家电齐全修改房评","天河","珠江新城西","星汇园C区","3室2厅","119","中楼层(共32层)","西南","9800","2002年建塔楼","2017/9/18","60","https://gz.lianjia.com/zufang/GZ0002964576.html"
"32","嘉裕公馆 东南向大阳台望花园 精装四房","天河","珠江新城中","嘉裕公馆","4室2厅","158","低楼层(共33层)","东","20000","塔楼","2017/10/9","70","https://gz.lianjia.com/zufang/GZ0003019819.html"
"33","碧海湾 精美装修 西南向 望江单位","天河","珠江新城西","碧海湾","3室2厅","139","低楼层(共28层)","西南","11000","2003年建塔楼","2017/10/13","119","https://gz.lianjia.com/zufang/GZ0002567455.html"
"34","中海璟晖 舒适大三房 配齐家私 看房方便","天河","珠江新城中","中海璟晖华庭二期","3室2厅","132","中楼层(共31层)","西北","12000","2009年建塔楼","2017/10/13","20","https://gz.lianjia.com/zufang/GZ0003041789.html"
"35","保利中达广场 进口家私 保养好 住家公寓","天河","珠江新城中","中达广场","2室2厅","74","中楼层(共25层)","北","11000","塔楼","2017/10/14","90","https://gz.lianjia.com/zufang/GZ0002902514.html"
"36","中海花城湾 温馨舒适三房 业主诚心出租","天河","珠江新城中","中海花城湾","3室2厅","125","低楼层(共30层)","北","13500","2005年建塔楼","2017/10/6","59","https://gz.lianjia.com/zufang/GZ0002993166.html"
"37","嘉裕礼顿阳光 精装一室一厅 带阳台保养好","天河","珠江新城西","嘉裕礼顿阳光","1室1厅","55","高楼层(共30层)","南","6000","2005年建塔楼","2017/10/11","56","https://gz.lianjia.com/zufang/GZ0003101136.html"
"38","誉峰 西南三房 高层珠江公园景观","天河","珠江新城东","誉峰","3室2厅","183","高楼层(共41层)","西南","25000","2007年建板楼","2017/10/10","13","https://gz.lianjia.com/zufang/GZ0003062362.html"
"39","碧海湾 通风采光好 风景靓丽","天河","珠江新城西","碧海湾","3室2厅","184","低楼层(共28层)","东南","11000","2003年建塔楼","2017/10/12","46","https://gz.lianjia.com/zufang/GZ0002994948.html"
"40","广粤尊府 西南向望江四房","天河","珠江新城东","凯旋新世界广粤尊府","4室2厅","237","中楼层(共22层)","西南","40000","2012年建塔楼","2017/10/11","22","https://gz.lianjia.com/zufang/GZ0003074443.html"
"41","珠江新城 精装大3房 南北对流","天河","珠江新城西","星汇园C区","3室2厅","129","中楼层(共32层)","南 北","10000","2002年建塔楼","2017/9/21","41","https://gz.lianjia.com/zufang/GZ0003084904.html"
"42","保利心语花园 精装两房 家私家电齐","天河","珠江新城中","保利心语花园","2室2厅","74","中楼层(共32层)","西南","6800","2009年建塔楼","2017/10/10","13","https://gz.lianjia.com/zufang/GZ0003125383.html"
"43","嘉裕礼顿阳光 精装一房 时尚","天河","珠江新城西","嘉裕礼顿阳光","1室0厅","40","低楼层(共30层)","北","4500","2005年建塔楼","2017/10/5","23","https://gz.lianjia.com/zufang/GZ0003124498.html"
"44","中怡城市花园 正规一房一厅 精装修","天河","天河北","中怡城市花园","1室1厅","43","中楼层(共30层)","北","4600","2002年建塔楼","2017/10/10","16","https://gz.lianjia.com/zufang/GZ0003123426.html"
"45","嘉裕君玥公馆 实用4方 精致装修","天河","珠江新城西","嘉裕君玥公馆","4室2厅","142","高楼层(共30层)","东南","17300","2009年建塔楼","2017/9/24","53","https://gz.lianjia.com/zufang/GZ0002308424.html"
"46","碧海湾 一线江景房 短租三个月或半年","天河","珠江新城西","碧海湾","3室2厅","129","中楼层(共28层)","北","5000","2003年建塔楼","2017/9/20","17","https://gz.lianjia.com/zufang/GZ0003045665.html"
"47","广粤尊府东南向望江四房","天河","珠江新城东","凯旋新世界广粤尊府","4室2厅","259","中楼层(共21层)","东南","45000","2012年建塔楼","2017/10/10","23","https://gz.lianjia.com/zufang/GZ0003040196.html"
"48","誉峰园 景观房 一线珠江公园景观","天河","珠江新城东","誉峰","4室2厅","234","中楼层(共41层)","西南","30000","2007年建板楼","2017/10/10","42","https://gz.lianjia.com/zufang/GZ0002853288.html"
"49","芳草园三期 东南望花园户型方正 安静舒适","天河","天河北","芳草园C区","3室2厅","126","中楼层(共31层)","南","9000","2004年建塔楼","2017/10/15","3","https://gz.lianjia.com/zufang/GZ0003145720.html"
"50","双城国际公寓 南向中层带阳台 拎包入住","天河","珠江新城西","双城国际公寓","1室0厅","46","中楼层(共29层)","南","4500","1998年建塔楼","2017/10/13","32","https://gz.lianjia.com/zufang/GZ0002969895.html"
"51","实用舒适单位 配套完善","天河","天河南","恒城大厦","2室2厅","86","高楼层(共31层)","东","5200","1998年建塔楼","2017/10/12","15","https://gz.lianjia.com/zufang/GZ0003077618.html"
"52","南天广场 两房一厅 办公装修","天河","珠江新城西","南天广场","3室2厅","94","低楼层(共33层)","西北","5500","1997年建塔楼","2017/9/21","15","https://gz.lianjia.com/zufang/GZ0003079649.html"
"53","汇峰国际公寓 精致两房 保养新净 采光佳","天河","珠江新城中","汇峰","2室2厅","77","高楼层(共43层)","北","8500","2008年建塔楼","2017/10/12","13","https://gz.lianjia.com/zufang/GZ0003113729.html"
"54","新净两房 精致采光好 精致实用","天河","珠江新城中","隽峰苑","2室2厅","63","中楼层(共32层)","北","6500","2008年建塔楼","2017/10/11","15","https://gz.lianjia.com/zufang/GZ0003115028.html"
"55","育蕾小区 精装住家三房 家私家电新","天河","天河南","育蕾小区育蕾二街","3室1厅","78","高楼层(共9层)","南 北","4500","1993年建塔楼","2017/9/30","18","https://gz.lianjia.com/zufang/GZ0003095591.html"
"56","富力天朗明居 安静二房 户型方正","天河","棠下","富力天朗明居N区","2室1厅","76","中楼层(共22层)","西","4000","2001年建塔楼","2017/10/1","14","https://gz.lianjia.com/zufang/GZ0003119600.html"
"57","保利中辰 精装两房 户型方正 采光通透","天河","龙口西","保利中辰广场","2室2厅","73","中楼层(共27层)","北","6800","2012年建塔楼","2017/10/1","13","https://gz.lianjia.com/zufang/GZ0003118990.html"
"58","汇峰国际公寓 高层一房 保养好 景观好","天河","珠江新城中","汇峰","1室0厅","45","中楼层(共43层)","东","5300","2008年建塔楼","2017/10/13","30","https://gz.lianjia.com/zufang/GZ0003095741.html"
"59","中海璟晖华庭 南向大两房 干净保养好","天河","珠江新城中","中海璟晖华庭二期","2室2厅","90","低楼层(共31层)","南","9000","2009年建塔楼","2017/10/11","11","https://gz.lianjia.com/zufang/GZ0003095810.html"
"60","珠江新城 复式一房一厅 新装修 南向安静","天河","珠江新城西","铂林国际公寓","1室1厅","38","低楼层(共22层)","南","5000","2005年建塔楼","2017/10/14","16","https://gz.lianjia.com/zufang/GZ0003080642.html"
"61","礼顿阳光 大单间 高楼层 采光好","天河","珠江新城西","嘉裕礼顿阳光","1室0厅","38","高楼层(共30层)","北","4500","2005年建塔楼","2017/10/14","41","https://gz.lianjia.com/zufang/GZ0003109344.html"
"62","协和新世界 采光好 户型实用","天河","天河北","协和新世界","2室1厅","77","低楼层(共33层)","南","6000","2008年建塔楼","2017/10/9","12","https://gz.lianjia.com/zufang/GZ0003109455.html"
"63","育蕾小区 实用舒适单位 配套完善","天河","天河南","育蕾小区育蕾三街","2室1厅","69","中楼层(共9层)","南","4500","1993年建塔楼","2017/10/15","9","https://gz.lianjia.com/zufang/GZ0003136531.html"
"64","铂林国际公寓 复式 新装修 保养新净","天河","珠江新城西","铂林国际公寓","1室1厅","42","中楼层(共22层)","北","5000","2005年建塔楼","2017/10/15","8","https://gz.lianjia.com/zufang/GZ0003145908.html"
"65","寺右公馆 中楼层 居家实用","天河","珠江新城西","寺右公馆","2室2厅","65","低楼层(共29层)","南","6600","塔楼","2017/10/13","7","https://gz.lianjia.com/zufang/GZ0003140124.html"
"66","铂林国际公寓 精英公寓 品质配置家私","天河","珠江新城西","铂林国际公寓","1室1厅","44","高楼层(共22层)","北","5500","2005年建塔楼","2017/10/15","8","https://gz.lianjia.com/zufang/GZ0003142750.html"
"67","利雅湾 西南向花园 安静 交通编号","天河","珠江新城中","利雅湾","3室2厅","91","中楼层(共31层)","东北","8000","2004年建塔楼","2017/10/14","38","https://gz.lianjia.com/zufang/GZ0003012468.html"
"68","翠安侬苑 温馨三房 安静舒适","天河","华景新城","华景新城翠安侬苑","3室2厅","109","高楼层(共36层)","东南","5900","2002年建塔楼","2017/9/29","10","https://gz.lianjia.com/zufang/GZ0003074993.html"
"69","陶然庭园 南向四房 高层通风采光好","天河","华景新城","华景新城陶然庭园","4室2厅","133","低楼层(共35层)","南","6800","2007年建塔楼","2017/10/1","7","https://gz.lianjia.com/zufang/GZ0003106170.html"
"70","协和新世界 二期南向望花园 家电齐","天河","天河北","协和新世界","3室2厅","125","中楼层(共32层)","南","9200","2008年建塔楼","2017/9/28","8","https://gz.lianjia.com/zufang/GZ0003079595.html"
"71","保林苑 精致三房 珠城少有大花园小区","天河","珠江新城西","保利中心108公馆","3室1厅","102","中楼层(共32层)","东","9000","2009年建塔楼","2017/10/8","10","https://gz.lianjia.com/zufang/GZ0003130940.html"
"72","车陂、科韵路 骏景三房 家私齐 随时入住","天河","棠下","骏景花园北苑骏雅轩","3室2厅","116","中楼层(共12层)","北","5300","1999年建塔楼","2017/9/22","6","https://gz.lianjia.com/zufang/GZ0003095645.html"
"73","东璟花园 电梯三房 采光通风好","天河","员村","东璟花园","3室2厅","90","低楼层(共16层)","南","6000","2004年建塔楼","2017/10/11","7","https://gz.lianjia.com/zufang/GZ0003117826.html"
"74","誉峰园 一线珠江公园景观 南北对流","天河","珠江新城东","誉峰","4室2厅","235","中楼层(共41层)","南","30000","2007年建板楼","2017/10/6","9","https://gz.lianjia.com/zufang/GZ0003120612.html"
"75","租)	中海璟晖华庭 安静三房 望花园","天河","珠江新城中","中海璟晖华庭二期","3室2厅","116","中楼层(共31层)","西南","12000","2009年建塔楼","2017/10/13","8","https://gz.lianjia.com/zufang/GZ0003114327.html"
"76","铂林国际公寓 精装单间 采光好 交通方便","天河","珠江新城西","铂林国际公寓","1室0厅","28","中楼层(共32层)","西","3800","2005年建塔楼","2017/10/12","14","https://gz.lianjia.com/zufang/GZ0003128854.html"
"77","铂林国际公寓 精装修大单间 有大阳台","天河","珠江新城西","铂林国际公寓","1室0厅","33","中楼层(共32层)","东","4200","2005年建塔楼","2017/10/14","11","https://gz.lianjia.com/zufang/GZ0003129476.html"
"78","易丰大厦 单间带阳台 装修保养好","天河","天河公园","易丰大厦","1室0厅","37","高楼层(共18层)","西","3500","2010年建塔楼","2017/10/7","10","https://gz.lianjia.com/zufang/GZ0003119736.html"
"79","骏景花园南苑 高层实用四房 格局方正","天河","棠下","骏景花园南苑骏盈轩","4室2厅","145","高楼层(共13层)","北","6800","2000年建塔楼","2017/10/15","11","https://gz.lianjia.com/zufang/GZ0002964771.html"
"80","骏景花园北苑 高楼层 诚意放租 住家优先","天河","棠下","骏景花园北苑骏豪轩","3室2厅","81","高楼层(共10层)","东南","4500","2000年建塔楼","2017/10/6","4","https://gz.lianjia.com/zufang/GZ0003126820.html"
"81","科韵路 车陂 骏景花园 正规大两房两厅","天河","棠下","骏景花园北苑骏华轩","2室2厅","88","中楼层(共12层)","北","4300","2000年建塔楼","2017/10/15","4","https://gz.lianjia.com/zufang/GZ0003131777.html"
"82","寺右公馆 全新装修 三房带主套","天河","珠江新城西","寺右公馆","3室2厅","105","高楼层(共29层)","东南","9000","塔楼","2017/10/13","43","https://gz.lianjia.com/zufang/GZ0002876503.html"
"83","星汇园 安静三房 望花园 家私齐全","天河","珠江新城西","星汇园A区","3室2厅","129","低楼层(共32层)","东 西","9600","2002年建塔楼","2017/9/30","19","https://gz.lianjia.com/zufang/GZ0003069373.html"
"84","珠江都荟华庭 精装两房 园林小区","天河","珠江新城西","珠江都荟华庭","2室2厅","78","中楼层(共33层)","西","8300","2006年建塔楼","2017/10/11","29","https://gz.lianjia.com/zufang/GZ0003083568.html"
"85","天朗明居 地铁BRT 东向望花园","天河","棠下","富力天朗明居N区","2室2厅","74","低楼层(共26层)","东","4000","2001年建塔楼","2017/9/23","16","https://gz.lianjia.com/zufang/GZ0003097216.html"
"86","协和新世界 实用两房 户型方正","天河","天河北","协和新世界","2室2厅","77","高楼层(共33层)","东南","4900","2008年建塔楼","2017/9/16","93","https://gz.lianjia.com/zufang/GZ0002864068.html"
"87","南天广场 交通便利 吉屋两房","天河","珠江新城西","南天广场","2室1厅","75","低楼层(共33层)","东南","6000","1997年建塔楼","2017/10/12","19","https://gz.lianjia.com/zufang/GZ0003063668.html"
"88","居家户型 住家精选 房间采光好!","天河","天河北","金田花苑","3室2厅","96","高楼层(共19层)","南","6500","1997年建塔楼","2017/10/12","27","https://gz.lianjia.com/zufang/GZ0003071473.html"
"89","中海璟晖华庭 住家大四房 南向采光好","天河","珠江新城中","中海璟晖华庭二期","4室2厅","164","中楼层(共31层)","南","16000","2009年建塔楼","2017/10/10","16","https://gz.lianjia.com/zufang/GZ0002889278.html"
"90","星汇园 安静三房 望花园 家私齐全","天河","珠江新城西","星汇园A区","3室2厅","129","低楼层(共32层)","东 西","9600","2002年建塔楼","2017/9/30","19","https://gz.lianjia.com/zufang/GZ0003069373.html"
"91","广弘天琪正正宗一房一厅 方正实用","天河","珠江新城西","广弘天琪","1室1厅","58","高楼层(共31层)","北","7500","2005年建塔楼","2017/10/11","24","https://gz.lianjia.com/zufang/GZ0003046284.html"
"92","碧海湾 户型方正","天河","珠江新城西","碧海湾","3室1厅","145","高楼层(共28层)","南","11000","2003年建塔楼","2017/10/12","30","https://gz.lianjia.com/zufang/GZ0003041948.html"
"93","保利中辰广场 业主诚意放租","天河","龙口西","保利中辰广场","2室1厅","74","高楼层(共27层)","北","6600","2012年建塔楼","2017/10/12","37","https://gz.lianjia.com/zufang/GZ0002934187.html"
"94","花园小区 大四房 舒适安静","天河","珠江新城西","保利香槟花园康东(2栋)","6室2厅","141","高楼层(共29层)","东南","20000","2004年建塔楼","2017/8/21","24","https://gz.lianjia.com/zufang/GZ0002934251.html"
"95","骏景花园3房 居家舒适 采光好","天河","棠下","骏景花园北苑骏晖轩","3室2厅","103","高楼层(共12层)","南","5000","2000年建塔楼","2017/10/13","18","https://gz.lianjia.com/zufang/GZ0002934505.html"
"96","中达广场 复式两房 带阁楼 装修保养好","天河","珠江新城中","中达广场","1室2厅","64","高楼层(共25层)","南","10500","塔楼","2017/10/5","38","https://gz.lianjia.com/zufang/GZ0002940251.html"
"97","粤海丽江花园 四房 安静实用","天河","珠江新城东","粤海丽江花园","4室2厅","273","低楼层(共45层)","南","25000","2011年建塔楼","2017/10/10","26","https://gz.lianjia.com/zufang/GZ0002942147.html"
"98","东璟花园　实用方正两房 拎包入住","天河","员村","东璟花园","2室1厅","63","高楼层(共25层)","西","4500","2004年建塔楼","2017/8/11","27","https://gz.lianjia.com/zufang/GZ0002961094.html"
"99","星汇云锦 时尚美丽大气 一房一厅","天河","珠江新城西","星汇云锦","1室1厅","88","低楼层(共45层)","东北","9500","2008年建塔楼","2017/10/11","81","https://gz.lianjia.com/zufang/GZ0002979507.html"
"100","双城国际公寓 方正一房一厅 高层南向采光","天河","珠江新城西","双城国际公寓","1室1厅","66","高楼层(共29层)","南","6000","1998年建塔楼","2017/10/15","92","https://gz.lianjia.com/zufang/GZ0002999791.html"
"101","天朗明居 东向两房 新装修","天河","棠下","富力天朗明居N区","2室1厅","64","低楼层(共26层)","东","4000","2001年建塔楼","2017/9/17","29","https://gz.lianjia.com/zufang/GZ0003005352.html"
"102","协和新世界 舒适两房 居住舒适","天河","天河北","协和新世界","2室2厅","74","中楼层(共32层)","南","6500","2008年建塔楼","2017/8/26","83","https://gz.lianjia.com/zufang/GZ0003009857.html"
"103","汇峰苑 精装一房一厅 配套完善","天河","珠江新城中","汇峰","1室1厅","51","高楼层(共43层)","北","6600","2008年建塔楼","2017/10/11","77","https://gz.lianjia.com/zufang/GZ0002838919.html"
"104","**大三房 配齐家私家电","天河","珠江新城西","嘉裕君玥公馆","3室2厅","135","中楼层(共30层)","西","15000","2009年建塔楼","2017/10/10","117","https://gz.lianjia.com/zufang/GZ0002879810.html"
"105","天逸名都 住家装修 精致一房","天河","龙口西","天逸名都","1室1厅","39","中楼层(共31层)","东","3800","2002年建塔楼","2017/10/12","26","https://gz.lianjia.com/zufang/GZ0002905499.html"
"106","嘉裕礼顿阳光 精致二房 南北通透","天河","珠江新城西","嘉裕礼顿阳光","2室2厅","80","中楼层(共30层)","南","8500","2005年建塔楼","2017/9/23","87","https://gz.lianjia.com/zufang/GZ0003015144.html"
"107","广弘天琪 西南向大三房 保养新净","天河","珠江新城西","广弘天琪","3室2厅","126","高楼层(共31层)","西南","13000","2005年建塔楼","2017/9/5","35","https://gz.lianjia.com/zufang/GZ0003028293.html"
"108","保利中辰广场 装修保养好 交通便利","天河","龙口西","保利中辰广场","2室2厅","86","低楼层(共27层)","南","7000","2012年建塔楼","2017/10/10","19","https://gz.lianjia.com/zufang/GZ0003033442.html"
"109","珠江都荟华庭 温馨二房 拎包入住","天河","珠江新城西","珠江都荟华庭","2室1厅","88","高楼层(共33层)","北","9000","2006年建塔楼","2017/10/13","47","https://gz.lianjia.com/zufang/GZ0003040666.html"
"110","天朗明居 舒适小两房 通风采光好","天河","棠下","富力天朗明居S区","1室1厅","40","高楼层(共18层)","南","3400","2001年建塔楼","2017/10/15","22","https://gz.lianjia.com/zufang/GZ0003053421.html"
"111","珠江新城 嘉裕礼顿阳光 一房一厅 正南向","天河","珠江新城西","嘉裕礼顿阳光","1室1厅","55","高楼层(共30层)","北","6500","2005年建塔楼","2017/10/11","71","https://gz.lianjia.com/zufang/GZ0003053913.html"
"112","嘉裕丹顿阳光公寓 园林小区 保养好","天河","珠江新城东","嘉裕丹顿阳光","1室2厅","75","低楼层(共28层)","北","8500","2010年建塔楼","2017/9/13","20","https://gz.lianjia.com/zufang/GZ0003061706.html"
"113","铂林国际公寓 复式一房 新装修 宜住家","天河","珠江新城西","铂林国际公寓","1室1厅","34","高楼层(共22层)","南","5000","2005年建塔楼","2017/10/10","22","https://gz.lianjia.com/zufang/GZ0003082005.html"
"114","寺右公馆 两房 新装修 户型方正 安静舒","天河","珠江新城西","寺右公馆","2室1厅","65","中楼层(共29层)","西北","6800","塔楼","2017/10/9","22","https://gz.lianjia.com/zufang/GZ0003083389.html"
"115","金碧华府，交通方便，生活便利","天河","珠江新城东","金碧华府C区","3室2厅","146","低楼层(共33层)","南","12000","塔楼","2017/9/26","38","https://gz.lianjia.com/zufang/GZ0002797942.html"
"116","寺右公馆 新屋出租 方正两房","天河","珠江新城西","寺右公馆","2室1厅","64","高楼层(共29层)","南","6500","塔楼","2017/10/6","29","https://gz.lianjia.com/zufang/GZ0003043066.html"
"117","保林苑 东南向两房 新装 家电家私齐","天河","珠江新城西","保利中心108公馆","2室2厅","80","中楼层(共32层)","东南","7500","2009年建塔楼","2017/10/8","23","https://gz.lianjia.com/zufang/GZ0003076552.html"
"118","帝景苑 东南向大三房 家私齐","天河","龙口西","帝景苑","4室2厅","137","中楼层(共32层)","东北","8000","2000年建塔楼","2017/10/11","0","https://gz.lianjia.com/zufang/GZ0003137878.html"
"119","天河北太阳广场 南向户型方正 通风采光好","天河","天润路","太阳广场","2室2厅","62","中楼层(共19层)","西南","5000","1997年建塔楼","2017/10/14","0","https://gz.lianjia.com/zufang/GZ0003147788.html"
"120","朝晖苑 温馨二房 精装修","天河","天河北","朝晖苑","2室1厅","80","低楼层(共29层)","西南","4800","1997年建塔楼","2017/10/15","0","https://gz.lianjia.com/zufang/GZ0003149799.html"
"121","棠德花园 正规两房 厅直出阳台","天河","棠下","棠德花园G区","2室1厅","54","中楼层(共9层)","北","3000","1997年建塔楼","2017/10/15","0","https://gz.lianjia.com/zufang/GZ0003150092.html"
"122","旭景家园 精装南向大三房 光线好","天河","东圃","旭景家园C区","3室2厅","108","中楼层(共11层)","南","4800","2002年建塔楼","2017/10/15","0","https://gz.lianjia.com/zufang/GZ0003141103.html"
"123","华景新城逸晖居 温馨三房 景观楼层","天河","华景新城","华景新城逸晖居","3室2厅","85","低楼层(共31层)","西南","4500","1998年建塔楼","2017/8/20","22","https://gz.lianjia.com/zufang/GZ0002966862.html"
"124","珠江新城南天广场 方正大两房 办公装修","天河","珠江新城西","南天广场","2室1厅","95","高楼层(共33层)","东","5800","1997年建塔楼","2017/9/14","29","https://gz.lianjia.com/zufang/GZ0002999633.html"
"125","金田花苑，正宗温馨住家装修，南向两房","天河","天河北","金田花苑","2室1厅","69","低楼层(共19层)","南","4800","1997年建塔楼","2017/9/17","18","https://gz.lianjia.com/zufang/GZ0003054027.html"
"126","寺右公馆 舒适三房","天河","珠江新城西","寺右公馆","3室2厅","106","中楼层(共29层)","南","12000","塔楼","2017/9/10","20","https://gz.lianjia.com/zufang/GZ0003044554.html"
"127","世纪华都 装修好 采光好","天河","天河北","天诚广场世纪华都","2室1厅","63","中楼层(共31层)","北","5200","2001年建塔楼","2017/9/12","21","https://gz.lianjia.com/zufang/GZ0002970473.html"
"128","装修好 有基本配套 方便看房","天河","棠下","骏景花园南苑骏仁轩","2室1厅","78","低楼层(共20层)","南 北","4200","2000年建塔楼","2017/10/9","54","https://gz.lianjia.com/zufang/GZ0002742369.html"
